relError,absError,h,nbQuadptsInterface,IntegrationTime_sec_
0.0623536615273958,0.0435310677730869,1.331,1752,3.2640256
0.0623536615273996,0.0435310677730896,0.166375,2568,18.8040419
0.0623536615273977,0.0435310677730882,0.020796875,5616,10.7670913
