relError,absError,step,nbQuadptsTrimmedElems,nbQuadptsNonTrimmedElems,IntegrationTime_sec_
0.0103925540123462,0.00129906925154327,0,324,9,1.3212933
0.000447630166635354,5.5384242121051e-05,0.142799666072263,360,27,1.6515452
0.000783004768595663,9.3910946721773e-05,0.285599332144527,360,27,1.6778009
0.000152206801269904,1.73065220432089e-05,0.42839899821679,360,27,1.798582
0.000746191765554306,7.8467057367762e-05,0.571198664289053,360,18,1.6336813
0.000416484796222211,3.93447759337445e-05,0.713998330361317,288,27,1.4017454
0.00226944126594583,0.000185770996632875,0.85679799643358,288,9,1.3406914
0.00047748823838074,3.22687039404496e-05,0.999597662505843,252,9,0.9492494
0.000720252782726914,3.74004773876432e-05,1.14239732857811,216,0,0.9603052
0.00137047073463723,4.82632780182124e-05,1.28519699465037,180,0,0.9917031
0.00112994504158353,2.01009932313326e-05,1.42799666072263,144,0,0.6743593
