relError,absError,step,nbQuadptsTrimmedElems,nbQuadptsNonTrimmedElems,IntegrationTime_sec_
2.22044604925031e-15,2.22044604925031e-15,0,144,0,8.8431465
2.22044604925031e-15,2.22044604925031e-15,0.04,144,0,8.4795922
2.22044604925031e-15,2.22044604925031e-15,0.041,144,0,8.3392511
2.22044604925031e-15,2.22044604925031e-15,0.042,144,0,8.5676319
2.22044604925031e-15,2.22044604925031e-15,0.043,144,0,8.5068089
2.22044604925031e-15,2.22044604925031e-15,0.044,144,0,8.495692
2.22044604925031e-15,2.22044604925031e-15,0.045,144,0,8.4517257
2.22044604925031e-15,2.22044604925031e-15,0.046,144,0,8.5999126
2.22044604925031e-15,2.22044604925031e-15,0.047,144,0,8.4299177
2.22044604925031e-15,2.22044604925031e-15,0.048,144,0,8.4971007
2.22044604925031e-15,2.22044604925031e-15,0.049999,144,0,8.4135666
2.22044604925031e-15,2.22044604925031e-15,0.05,144,0,8.5861331
2.22044604925031e-15,2.22044604925031e-15,0.050001,63,0,5.4854159
2.22044604925031e-15,2.22044604925031e-15,0.2,36,0,4.3093379
2.22044604925031e-15,2.22044604925031e-15,0.289999,27,0,4.0118954
