relError,absError,step,nbQuadptsTrimmedElems,nbQuadptsNonTrimmedElems,IntegrationTime_sec_
1e-15,1e-15,0,0,0,0.5610441
1e-15,1e-15,0.1,0,0,0.5859635
1e-15,1e-15,0.2,0,0,0.5220621
1e-15,1e-15,0.3,0,0,0.5533305
1e-15,1e-15,0.31,0,0,0.5741786
1e-15,1e-15,0.32,0,0,0.5703467
1e-15,1e-15,0.33,0,0,0.5262885
1e-15,1e-15,0.34,0,0,0.5937598
1e-15,1e-15,0.35,0,0,0.5196454
1e-15,1e-15,0.36,0,0,0.5495243
1e-15,1e-15,0.37,0,0,0.5459526
1e-15,1e-15,0.38,0,0,0.6510079
1e-15,1e-15,0.39,0,0,0.6437605
1e-15,1e-15,0.399999,0,0,0.5635177
