relError,absError,step,nbQuadptsTrimmedElems,nbQuadptsNonTrimmedElems,IntegrationTime_sec_
1e-15,1e-15,0,333,54,0.545115
4.12983090624097e-05,7.50878346589268e-06,0.0454545454545455,264,54,0.545774
3.43216899044121e-05,5.61627652981289e-06,0.0909090909090909,287,54,0.550799
5.80015019785787e-06,8.43658210597509e-07,0.136363636363636,243,18,0.549217
3.29738787009053e-06,4.19667547102431e-07,0.181818181818182,240,18,0.536042
2.26409659906853e-06,2.46992356262021e-07,0.227272727272727,243,18,0.53035
4.15087349535381e-06,3.77352135941256e-07,0.272727272727273,225,18,0.515436
0.000447366629508488,3.25357548733446e-05,0.318181818181818,192,0,0.509006
0.000173253985099331,9.45021736905444e-06,0.363636363636364,189,0,0.489044
0.000140482278449278,5.10844648906467e-06,0.409090909090909,141,0,0.487488
0.000829987772393935,1.50906867707988e-05,0.454545454545455,168,0,0.472141
