relError,absError,step,nbQuadptsTrimmedElems,nbQuadptsNonTrimmedElems,IntegrationTime_sec_
0.158613040123457,0.0253780864197532,0,25,0,0.2429199
0.0467463991769545,0.00560956790123454,0.1,17,0,0.1612404
0.00414737654320964,0.000331790123456771,0.2,11,0,0.1611192
0.0210262345679024,0.000841049382716098,0.3,5,0,0.1569738
0.0877486282578866,0.00315895061728392,0.31,5,0,0.1596875
0.223717206790122,0.00715895061728392,0.32,5,0,0.1584046
0.398533950617283,0.0111589506172839,0.33,5,0,0.1577912
0.63162294238683,0.0151589506172839,0.34,5,0,0.1577901
0.957947530864196,0.0191589506172839,0.35,5,0,0.1581369
1.44743441358024,0.0231589506172839,0.36,5,0,0.158401
2.26324588477366,0.0271589506172839,0.37,5,0,0.1584987
3.89486882716049,0.0311589506172839,0.38,5,0,0.158563
8.78973765432098,0.0351589506172839,0.39,5,0,0.1610224
97896.3765403948,0.0391585506172839,0.399999,5,0,0.1582016
