relError,absError,step,nbQuadptsTrimmedElems,nbQuadptsNonTrimmedElems,IntegrationTime_sec_
0.00943106192129617,0.00188621238425923,0,720,54,1.0702637
0.0098982445987652,0.00179968083613913,0.0454545454545455,720,54,1.1550749
0.0107547461741253,0.00175986755576596,0.0909090909090909,720,54,1.1368773
0.0091937029803239,0.00133726588804711,0.136363636363636,576,18,0.9092586
0.00874966414517176,0.00111359361847641,0.181818181818182,576,18,0.9429412
0.00922133206340018,0.00100596349782547,0.227272727272727,576,18,0.9619962
0.00969931520061705,0.000881755927328823,0.272727272727273,432,18,0.7800768
0.00888287579571717,0.000646027330597612,0.318181818181818,432,0,0.8747206
0.00992587368184121,0.000541411291736793,0.363636363636364,432,0,0.8071741
0.00989824459876602,0.000359936167227855,0.409090909090909,288,0,0.6682091
0.00964958285108102,0.000175446960928746,0.454545454545455,288,0,0.7005889
