relError,absError,step,nbQuadptsTrimmedElems,nbQuadptsNonTrimmedElems,IntegrationTime_sec_
1e-15,1e-15,0,0,0,0.4486593
1e-15,1e-15,0.0454545454545455,0,0,0.4683808
1e-15,1e-15,0.0909090909090909,0,0,0.4587789
1e-15,1e-15,0.136363636363636,0,0,0.449636
1e-15,1e-15,0.181818181818182,0,0,0.423166
1e-15,1e-15,0.227272727272727,0,0,0.5568275
1e-15,1e-15,0.272727272727273,0,0,0.5328766
1e-15,1e-15,0.318181818181818,0,0,0.5083697
1e-15,1e-15,0.363636363636364,0,0,0.5132422
1e-15,1e-15,0.409090909090909,0,0,0.5070136
1e-15,1e-15,0.454545454545455,0,0,0.5540025
