relError,absError,step,nbQuadptsTrimmedElems,nbQuadptsNonTrimmedElems,IntegrationTime_sec_
0.0415702160493825,0.00519627700617281,0,191,27,1.087264
5.1770250758957e-05,6.40541303159603e-06,0.142799666072263,177,27,1.0453987
0.00492792886524029,0.000591039140083766,0.285599332144527,167,27,1.0864562
0.0120945549146636,0.00137519926499378,0.42839899821679,152,27,1.1120384
0.00907080606284594,0.000953855955749455,0.571198664289053,168,18,1.1236462
0.00314099118262586,0.000296725343664997,0.713998330361317,110,27,1.0799144
0.00509545620806321,0.000417101774024792,0.85679799643358,152,9,1.0329432
0.0083198887099584,0.000562258929161438,0.999597662505843,120,9,1.0211451
0.0113714616447458,0.000590484485875314,1.14239732857811,120,0,0.9830929
0.0085576253739321,0.000301370209636123,1.28519699465037,81,0,0.9537645
0.0267564995899306,0.000475980863987525,1.42799666072263,42,0,0.9138132
