relError,absError,step,nbQuadptsTrimmedElems,nbQuadptsNonTrimmedElems,IntegrationTime_sec_
-1,-1,0,0,0,0.0066948
-1,-1,0.01,0,0,0.0167805
-1,-1,0.02,0,0,0.0026334
-1,-1,0.03,0,0,0.0023714
-1,-1,0.04,0,0,0.0032011
-1,-1,0.05,0,0,0.0022274
-1,-1,0.06,0,0,0.0021798
-1,-1,0.07,0,0,0.0212974
