relError,absError,step,nbQuadptsTrimmedElems,nbQuadptsNonTrimmedElems,IntegrationTime_sec_
2.22044604925031e-15,2.22044604925031e-15,0,75,0,0.0089086
2.22044604925031e-15,2.22044604925031e-15,0.142799666072263,75,0,0.0050899
2.22044604925031e-15,2.22044604925031e-15,0.285599332144527,75,0,0.0037926
2.22044604925031e-15,2.22044604925031e-15,0.42839899821679,75,0,0.0048742
2.22044604925031e-15,2.22044604925031e-15,0.571198664289053,75,0,0.0037934
2.22044604925031e-15,2.22044604925031e-15,0.713998330361317,75,0,0.0036931
2.22044604925031e-15,2.22044604925031e-15,0.85679799643358,75,0,0.0048723
2.22044604925031e-15,2.22044604925031e-15,0.999597662505843,75,0,0.0036612
2.22044604925031e-15,2.22044604925031e-15,1.14239732857811,75,0,0.0037857
2.22044604925031e-15,2.22044604925031e-15,1.28519699465037,75,0,0.0037553
2.22044604925031e-15,2.22044604925031e-15,1.42799666072263,75,0,0.0037135
