relError,absError,step,nbQuadptsTrimmedElems,nbQuadptsNonTrimmedElems,IntegrationTime_sec_
2.22044604925031e-15,2.22044604925031e-15,0,9,0,0.088964
0.000130040178484188,1.56048214181026e-05,0.1,24,0,0.089053
0.001084939093309,8.679512746472e-05,0.2,18,0,0.092187
0.000391905422604012,1.56762169041605e-05,0.3,18,0,0.09517
0.000100476289095146,3.61714640742528e-06,0.31,24,0,0.096036
2.29938585004016e-05,7.35803472012853e-07,0.32,18,0,0.095529
0.000185023259467285,5.18065126508399e-06,0.33,18,0,0.096229
0.000379821777895013,9.11572266948033e-06,0.34,18,0,0.0974
4.90455900181013e-06,9.80911800362028e-08,0.35,33,0,0.096888
0.000802600578247774,1.28416092519644e-05,0.36,18,0,0.09751
6.86572318461172e-05,8.23886782153407e-07,0.37,18,0,0.100674
8.15541722196978e-06,6.52433377757583e-08,0.38,18,0,0.098819
0.000447564453856909,1.79025781542764e-06,0.39,18,0,0.099087
0.000629567665093307,2.51827066044564e-10,0.399999,18,0,0.121459
