relError,absError,step,nbQuadptsTrimmedElems,nbQuadptsNonTrimmedElems,IntegrationTime_sec_
0.0217551169719858,0.00348081871551773,0,25,0,0.3594731
0.0435624677547733,0.0052274961305728,0.1,25,0,0.2232569
0.00340244980765736,0.000272195984612589,0.2,25,0,0.3704429
0.395487497681269,0.0158194999072508,0.3,25,0,0.2839493
0.46641936968671,0.0167910973087216,0.31,25,0,0.2403709
0.541804042445616,0.0173377293582597,0.32,25,0,0.2194871
0.625617059120503,0.0175172776553741,0.33,25,0,0.2283978
0.723851463603343,0.0173724351264803,0.34,26,0,0.2408385
0.834149476033233,0.0166829895206647,0.35,26,0,0.250878
0.932714537245818,0.0149234325959331,0.36,26,0,0.2337734
0.992582908893856,0.0119109949067263,0.37,26,0,0.218139
1,0.00800000000000001,0.38,2,0,0.2183329
1,0.004,0.39,2,0,0.2054574
1,4.00000000011502e-07,0.399999,4,0,0.2139797
