relError,absError,step,nbQuadptsTrimmedElems,nbQuadptsNonTrimmedElems,IntegrationTime_sec_
5.21804821573824e-14,6.52256026967279e-15,0,0,0,0.5660563
1e-15,1e-15,0.142799666072263,0,0,0.6055831
1e-15,1e-15,0.285599332144527,0,0,0.5614639
1e-15,1e-15,0.42839899821679,0,0,0.5455833
1e-15,1e-15,0.571198664289053,0,0,0.5897205
1e-15,1e-15,0.713998330361317,0,0,0.5373161
1e-15,1e-15,0.85679799643358,0,0,0.8060327
1e-15,1e-15,0.999597662505843,0,0,0.531042
1e-15,1e-15,1.14239732857811,0,0,0.4574845
1e-15,1e-15,1.28519699465037,0,0,0.5238842
1e-15,1e-15,1.42799666072263,0,0,0.477215
