relError,absError,step,nbQuadptsTrimmedElems,nbQuadptsNonTrimmedElems,IntegrationTime_sec_
1e-15,1e-15,0,576,54,45.9949469
1e-15,1e-15,0.0454545454545455,540,54,44.4396828
