relError,absError,step,nbQuadptsTrimmedElems,nbQuadptsNonTrimmedElems,IntegrationTime_sec_
0.000269428856125925,2.26589668001903e-05,0,100,0,0.0833661
0.0254986035121376,0.0015936627195086,0.04,100,0,0.0803297
0.0319911574680664,0.00198348375417758,0.041,100,0,0.0852527
0.0388903283847933,0.00239191075697832,0.042,100,0,0.0858342
0.0462346277308936,0.00282072840323409,0.043,76,0,0.0816376
0.0541035830166977,0.00327413242983848,0.044,75,0,0.0823713
0.0625607789809093,0.00375521075832908,0.045,75,0,0.0786198
0.0716720594828012,0.00426706773336805,0.046,75,0,0.081693
0.0815132694332212,0.00481327704676228,0.047,75,0,0.0834506
0.0921689159567995,0.00539778039409401,0.048,75,0,0.0801116
0.116271445014319,0.00669729104323467,0.049999,75,0,0.081822
0.116284525811114,0.00669798868672014,0.05,27,0,0.0716375
0.116288927058287,0.00669818637998862,0.050001,27,0,0.0680875
0.229408322525849,0.00185820741245938,0.2,27,0,0.0704087
9577341.11176855,9.57734111231935e-06,0.289999,25,0,0.0695818
