relError,absError,step,nbQuadptsTrimmedElems,nbQuadptsNonTrimmedElems,IntegrationTime_sec_
2.22044604925031e-15,2.22044604925031e-15,0,36,54,0.0078637
2.22044604925031e-15,2.22044604925031e-15,0.142799666072263,108,27,0.0056778
2.22044604925031e-15,2.22044604925031e-15,0.285599332144527,108,27,0.0058362
2.22044604925031e-15,2.22044604925031e-15,0.42839899821679,108,27,0.0055966
2.22044604925031e-15,2.22044604925031e-15,0.571198664289053,108,18,0.0053513
2.22044604925031e-15,2.22044604925031e-15,0.713998330361317,99,27,0.0053586
2.22044604925031e-15,2.22044604925031e-15,0.85679799643358,90,9,0.0046868
2.22044604925031e-15,2.22044604925031e-15,0.999597662505843,81,9,0.0045936
2.22044604925031e-15,2.22044604925031e-15,1.14239732857811,63,0,0.0039133
2.22044604925031e-15,2.22044604925031e-15,1.28519699465037,54,0,0.00371
2.22044604925031e-15,2.22044604925031e-15,1.42799666072263,36,0,0.003366
