relError,absError,step,nbQuadptsTrimmedElems,nbQuadptsNonTrimmedElems,IntegrationTime_sec_
2.22044604925031e-15,2.22044604925031e-15,0,243,0,0.0065441
2.22044604925031e-15,2.22044604925031e-15,0.0454545454545455,243,0,0.0067921
2.22044604925031e-15,2.22044604925031e-15,0.0909090909090909,243,0,0.0058671
2.22044604925031e-15,2.22044604925031e-15,0.136363636363636,243,0,0.0076925
2.22044604925031e-15,2.22044604925031e-15,0.181818181818182,243,0,0.0070169
2.22044604925031e-15,2.22044604925031e-15,0.227272727272727,243,0,0.0062063
2.22044604925031e-15,2.22044604925031e-15,0.272727272727273,243,0,0.0052244
2.22044604925031e-15,2.22044604925031e-15,0.318181818181818,243,0,0.0059915
2.22044604925031e-15,2.22044604925031e-15,0.363636363636364,243,0,0.006163
2.22044604925031e-15,2.22044604925031e-15,0.409090909090909,243,0,0.0051221
2.22044604925031e-15,2.22044604925031e-15,0.454545454545455,243,0,0.0061757
