relError,absError,step,nbQuadptsTrimmedElems,nbQuadptsNonTrimmedElems,IntegrationTime_sec_
0.00255131179817425,0.000318913974771781,0,173,18,0.3233524
0.00069231688693212,8.56587624077088e-05,0.142799666072263,252,27,0.2726166
0.00070585205429542,8.46575108134767e-05,0.285599332144527,251,27,0.2725405
0.00183644392923851,0.000208811019463739,0.42839899821679,252,27,0.3090908
0.000509348602246736,5.35614138853363e-05,0.571198664289053,251,18,0.2712246
0.00186228460884087,0.000175927600057246,0.713998330361317,202,27,0.3360466
0.000570762630624726,4.67212543999312e-05,0.85679799643358,201,9,0.2600731
0.00331318396905782,0.000223905311176525,0.999597662505843,176,9,0.2377268
0.00372122495027522,0.000193231588887691,1.14239732857811,151,0,0.2498462
0.00464209184426388,0.000163478550547151,1.28519699465037,126,0,0.3116519
0.000643862725808109,1.14539024616972e-05,1.42799666072263,100,0,0.275035
