relError,absError,h,nbQuadptsInterface,IntegrationTime_sec_
0.0932141745711749,0.117136386417296,0.25,180,1.262229
0.0619531913712748,0.0778526763513758,0.0625,348,1.2505506
0.046322699771328,0.0582108213184198,0.015625,684,3.1195877
