relError,absError,h,nbQuadptsInterface,IntegrationTime_sec_
0.00135979218387869,0.000170876525411284,0.25,56,0.079426
0.0013419774793731,0.000168637863619259,0.0625,44,0.275639
2.18557749675104e-06,2.74647768305769e-07,0.015625,48,1.057165
