relError,absError,h,nbQuadptsInterface,IntegrationTime_sec_
0.029300155619481,0.00368196614572797,0.25,112,1.6561207
0.00807510561431996,0.00101474769899637,0.0625,208,2.3171688
0.00210693137783881,0.000264764805529449,0.015625,400,3.5658815
