relError,absError,h,nbQuadptsTrimmedElems,nbQuadptsNonTrimmedElems,IntegrationTime_sec_
2.22044604925031e-15,2.22044604925031e-15,0.25,368,0,0.6828493
2.22044604925031e-15,2.22044604925031e-15,0.0625,368,0,0.1013639
2.22044604925031e-15,2.22044604925031e-15,0.015625,368,0,0.0262046
2.22044604925031e-15,2.22044604925031e-15,0.00390625,368,0,0.0269461
2.22044604925031e-15,2.22044604925031e-15,0.0009765625,368,0,0.0644595
