relError,absError,h,nbQuadptsTrimmedElems,nbQuadptsNonTrimmedElems,IntegrationTime_sec_
6.10897138591578e-16,1.11022302462516e-16,0.25,54,0,0.0054912
1.06906999253526e-15,1.94289029309402e-16,0.0625,135,0,0.0067373
1.06906999253526e-15,1.94289029309402e-16,0.015625,288,27,0.0111745
