relError,absError,h,nbQuadptsTrimmedElems,nbQuadptsNonTrimmedElems,IntegrationTime_sec_
3.45147860736361e-05,5.17721791104542e-05,0.249999999975,135,9,0.0114154
1.5962124866616e-05,2.39431872999241e-05,0.06249999999375,279,108,0.0218035
6.92596666862499e-06,1.03889500029375e-05,0.0156249999984375,549,630,0.0464771
3.06711938069526e-07,4.60067907104289e-07,0.00390624999960937,1179,2952,0.1206406
