relError,absError,h,nbQuadptsTrimmedElems,nbQuadptsNonTrimmedElems,IntegrationTime_sec_
0.00168169411307195,0.00252254116960793,0.249999999975,301,9,1.5848822
0.000429137696281501,0.000643706544422251,0.06249999999375,601,108,1.6574556
9.63491409671964e-05,0.000144523711450795,0.0156249999984375,1201,630,0.5080421
3.07106672451004e-05,4.60660008676506e-05,0.00390624999960937,2485,2952,1.5078416
