relError,absError,h,nbQuadptsTrimmedElems,nbQuadptsNonTrimmedElems,IntegrationTime_sec_
0.00824231797128856,0.000809187674598477,0.25,48,0,0.075645
0.00028374462496789,2.78565634154598e-05,0.0625,66,0,0.239554
8.95269090466178e-07,8.789283742483e-08,0.015625,189,18,0.818298
