relError,absError,h,nbQuadptsTrimmedElems,nbQuadptsNonTrimmedElems,IntegrationTime_sec_
9.23309413849719e-05,2.0304634500784e-05,1,18,0,0.004928
0.00301589525412452,0.000663230006204774,0.25,36,0,0.0043719
5.97691644268384e-05,1.31439257512189e-05,0.0625,81,0,0.0073281
