relError,absError,h,nbQuadptsTrimmedElems,nbQuadptsNonTrimmedElems,IntegrationTime_sec_
1.47980058392133e-07,1.85957225729005e-08,0.25,100,0,0.0210803
1.47980058392133e-07,1.85957225729005e-08,0.0625,100,0,0.0097187
1.47980058392133e-07,1.85957225729005e-08,0.015625,100,0,0.009288
1.47980058392133e-07,1.85957225729005e-08,0.00390625,100,0,0.0112363
1.47980058392133e-07,1.85957225729005e-08,0.0009765625,100,0,0.0125473
