relError,absError,h,nbQuadptsTrimmedElems,nbQuadptsNonTrimmedElems,IntegrationTime_sec_
0.105211398925824,0.0191207504768763,0.25,24,0,115.8395543
0.0197724181281302,0.00359336989349399,0.0625,105,0,473.6643575
0.00298206661152582,0.000541950322555912,0.015625,311,27,1389.9070451
