relError,absError,h,nbQuadptsInterface,integration_time_sec
0.492106225702772,2.16566578490394,1.331,216,4.844932
0.0732880155550603,0.322526599830025,0.166375,1656,0.601208
0.107193399365819,0.47173773719805,0.020796875,6264,3.2037153
