relError,absError,h,nbQuadptsTrimmedElems,nbQuadptsNonTrimmedElems,IntegrationTime_sec_
1,0.789568352087149,2.744,0,0,0.028641
0.992432572043202,0.783593350465762,0.343,32,0,0.198567
