relError,absError,h,nbQuadptsTrimmedElems,nbQuadptsNonTrimmedElems,IntegrationTime_sec_
0.00580928229301414,0.00228129982179531,0.1953125,1728,0,0.5940417
0.000726712172008342,0.000285379202606961,0.0244140625,6912,0,1.5857147
