relError,absError,h,nbQuadptsTrimmedElems,nbQuadptsNonTrimmedElems,IntegrationTime_sec_
0.0650482165583414,0.0454122220597341,1.331,112,0,5.1044154
0.0039289954368288,0.00274295626673982,0.166375,904,0,11.6323226
